TF	weighted_meanDifference	weighted_CD	TFBS	weighted_Tstat	variance	pvalue	Cohend_factor	pvalueAdj	median.cor.tfs	classification_q0.1	classification_q0.05	classification_q0.01	classification_q0.001	classification_distr_rawP	classification_q0.1_final	classification_q0.05_final	classification_q0.01_final	classification_q0.001_final
MA0802.1	0.0556	0.107	2945	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0382546007906771	undetermined	undetermined	undetermined	undetermined	0.240348295807332	undetermined	undetermined	undetermined	undetermined
MA0803.1	0.037	0.0741	5363	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0804.1	0.0173	0.0401	3362	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0635297005499194	repressor	repressor	undetermined	undetermined	0.00000278111774302876	repressor	repressor	undetermined	undetermined
MA0805.1	0.03	0.0576	5121	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0623871921174224	repressor	undetermined	undetermined	undetermined	0.0000130200187978849	repressor	undetermined	undetermined	undetermined
MA0806.1	0.0565	0.107	4153	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0807.1	0.0565	0.107	4153	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.093540522761201	repressor	repressor	repressor	repressor	0.0000000000364586988890758	repressor	repressor	repressor	repressor
MA0808.1	-0.0177	0.0445	7490	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.174711747490944	repressor	repressor	repressor	repressor	0.000000000000000000000000000000000000000000000000000000000525972545203036	repressor	repressor	repressor	repressor
MA0809.2	-0.0293	0.0561	7680	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.130326979450739	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000000000000703641259050999	repressor	repressor	repressor	repressor
MA0810.1	0.0778	0.163	11176	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0811.1	0.0617	0.13	15311	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0987884431692112	repressor	repressor	repressor	repressor	0.0000000000000000000000000000000000000000000000000165255057174936	repressor	repressor	repressor	repressor
MA0812.1	0.0623	0.133	11402	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0813.1	0.0679	0.142	12634	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0814.2	0.0287	0.0904	18651	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0815.1	0.0752	0.157	12002	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0816.1	0.0241	0.0543	6488	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00136993490865742	undetermined	undetermined	undetermined	undetermined	0.00000499840338347964	undetermined	undetermined	undetermined	undetermined
MA0817.1	0.0565	0.102	2220	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.210819940037197	repressor	repressor	repressor	repressor	0.000000000000000000000000000000000000000000000000000000000000000343632809858413	repressor	repressor	repressor	repressor
MA0818.1	0.0406	0.0742	1895	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.017497178852888	undetermined	undetermined	undetermined	undetermined	0.000275978168585692	undetermined	undetermined	undetermined	undetermined
MA0819.1	0.000864	0.0414	4889	NaN	NA	0.923076923076923	1	0.924341412012645	0.0246773381400736	activator	undetermined	undetermined	undetermined	0.392964115339903	undetermined	undetermined	undetermined	undetermined
MA0820.1	0.0167	0.0315	4832	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0821.1	-0.000855	0.0577	7203	NaN	NA	0.769230769230769	1	0.782069113084412	0.014799664987149	undetermined	undetermined	undetermined	undetermined	0.000000000000000000293721090369868	undetermined	undetermined	undetermined	undetermined
MA0822.1	0.00384	0.0553	7605	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0823.1	-0.0188	0.0592	7167	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.102784978026946	activator	activator	activator	activator	0.000000000000000813496618563639	activator	activator	activator	activator
MA0825.1	-0.0409	0.0941	7161	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0171584426066766	undetermined	undetermined	undetermined	undetermined	0.619811739220888	undetermined	undetermined	undetermined	undetermined
MA0826.1	0.0643	0.116	2280	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0827.1	0.0334	0.0669	1416	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0828.1	-0.109	0.229	3526	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0829.2	-0.0764	0.153	2506	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0830.2	0.0143	0.133	7325	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0831.2	-0.088	0.182	4663	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0832.1	-0.00562	0.0358	3215	NaN	NA	0.153846153846154	1	0.164417453891138	-0.0711993701782044	repressor	repressor	undetermined	undetermined	0.0000509210006131031	repressor	repressor	undetermined	undetermined
MA0833.2	-0.0159	0.0673	3862	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0439142168270322	activator	activator	undetermined	undetermined	0.00000000000000000000000000000187929771833401	activator	activator	undetermined	undetermined
MA0834.1	-0.148	0.294	5216	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0835.2	-0.142	0.263	4433	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.107025790399616	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000354539471815846	activator	activator	activator	activator
MA0836.2	0.0177	0.0371	3589	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0406700043034205	undetermined	undetermined	undetermined	undetermined	0.0000192787358099795	undetermined	undetermined	undetermined	undetermined
MA0837.1	0.00423	0.0316	4162	NaN	NA	0.230769230769231	1	0.245192307692308	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0838.1	0.00303	0.0449	3865	NaN	NA	0.384615384615385	1	0.401075386810052	0.0678824115793763	activator	activator	activator	undetermined	0.00000000000000000000000000000000000000000000000000000158826030843239	activator	activator	activator	undetermined
MA0839.1	-0.00541	0.0428	6913	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0117106269807149	undetermined	undetermined	undetermined	undetermined	0.999898096194188	undetermined	undetermined	undetermined	undetermined
MA0840.1	-0.179	0.356	3392	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.212182594608876	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000184809300069605	activator	activator	activator	activator
MA0841.1	-0.164	0.308	5634	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0414684948919273	activator	activator	undetermined	undetermined	0.0000016700994236191	activator	activator	undetermined	undetermined
MA0842.2	0.0334	0.0647	4363	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0843.1	0.0596	0.112	1439	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.122776313194919	activator	activator	activator	activator	0.00000000000000000000000000000000000102641109124044	activator	activator	activator	activator
MA0844.1	-0.0267	0.0604	7195	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0195918407170447	undetermined	undetermined	undetermined	undetermined	0.133566692321552	undetermined	undetermined	undetermined	undetermined
MA0845.1	0.0584	0.107	2920	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0846.1	0.0488	0.0912	2776	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0632166815685623	activator	activator	undetermined	undetermined	0.0000000000000365435546308972	activator	activator	undetermined	undetermined
MA0847.2	0.0295	0.0544	2607	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.171142140965945	activator	activator	activator	activator	0.000000000000000000000000000000000319456245874156	activator	activator	activator	activator
MA0851.1	0.0291	0.0761	2717	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0852.2	-0.00331	0.0121	5090	NaN	NA	0.461538461538462	1	0.479239510489511	-0.0507760263023074	undetermined	undetermined	undetermined	undetermined	0.219124173074215	undetermined	undetermined	undetermined	undetermined
MA0853.1	0.0166	0.0457	4757	NaN	NA	0.153846153846154	1	0.164417453891138	-0.126684471838972	repressor	repressor	repressor	repressor	0.000000000000000000000000000974689315911764	repressor	repressor	repressor	repressor
MA0854.1	0.0181	0.0389	4654	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.106937310001319	repressor	repressor	repressor	repressor	0.000000000000000000166745583095354	repressor	repressor	repressor	repressor
MA0855.1	-0.0587	0.108	5204	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0856.1	-0.055	0.102	5123	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.262938374802817	activator	activator	activator	activator	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000244655780889263	activator	activator	activator	activator
MA0857.1	-0.0502	0.0932	4806	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.212318602347804	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014289770487808	activator	activator	activator	activator
MA0858.1	-0.0621	0.117	4074	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0859.1	-0.0493	0.0902	4201	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0278097902232401	undetermined	undetermined	undetermined	undetermined	0.00000000000000000000000000000000000000000000000176814449419089	undetermined	undetermined	undetermined	undetermined
MA0860.1	-0.0451	0.0896	4573	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0861.1	-0.0543	0.105	2798	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.101643373764945	activator	activator	activator	activator	0.000000000000445723794093001	activator	activator	activator	activator
MA0862.1	-0.00412	0.0458	1599	NaN	NA	0.307692307692308	1	0.322239365219308	-0.0751239924037413	repressor	repressor	undetermined	undetermined	0.000000000000000587855281036985	repressor	repressor	undetermined	undetermined
MA0863.1	0.0272	0.0606	11922	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00608138630035656	undetermined	undetermined	undetermined	undetermined	0.0000000303573299831828	undetermined	undetermined	undetermined	undetermined
MA0864.2	0.0264	0.0562	2412	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0865.1	0.108	0.211	3062	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0247062161126969	undetermined	undetermined	undetermined	undetermined	0.815436303724238	undetermined	undetermined	undetermined	undetermined
MA0866.1	0.0331	0.0607	3241	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.10198095796604	repressor	repressor	repressor	repressor	0.00000000824393890997804	repressor	repressor	repressor	repressor
MA0867.2	0.0106	0.0311	11143	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0417333724462408	undetermined	undetermined	undetermined	undetermined	0.000278937836963853	undetermined	undetermined	undetermined	undetermined
MA0868.2	0.0146	0.034	4781	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0536550227363063	activator	activator	undetermined	undetermined	0.00000000000000000000000000000000000000000000000000000000000000000276868400273776	activator	activator	undetermined	undetermined
MA0869.1	0.0579	0.106	3844	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0570726027269517	undetermined	undetermined	undetermined	undetermined	0.00000000000106673160256628	undetermined	undetermined	undetermined	undetermined
MA0870.1	-0.00105	0.0142	2650	NaN	NA	0.615384615384615	1	0.633586132177681	0.000221788913407102	undetermined	undetermined	undetermined	undetermined	0.00000000000000000203751325346072	undetermined	undetermined	undetermined	undetermined
MA0871.2	-0.0663	0.138	7270	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0872.1	0.0727	0.152	12708	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0873.1	0.097	0.181	3395	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0874.1	0.0218	0.0389	3821	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0199716684553932	undetermined	undetermined	undetermined	undetermined	0.0000000000000000000000000155660613167806	undetermined	undetermined	undetermined	undetermined
MA0875.1	-0.0323	0.0627	6697	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0951562552976088	repressor	repressor	repressor	repressor	0.000000000000000000000355499657783048	repressor	repressor	repressor	repressor
MA0876.1	-0.0359	0.0869	3443	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0223307677558785	undetermined	undetermined	undetermined	undetermined	0.999516221653293	undetermined	undetermined	undetermined	undetermined
MA0877.2	0.0827	0.163	2763	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.119744359389895	repressor	repressor	repressor	repressor	0.00000000000000000000000000000391429796665777	repressor	repressor	repressor	repressor
MA0878.2	0.112	0.208	2823	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0838684486404915	repressor	repressor	repressor	undetermined	0.0315856160646661	repressor	repressor	repressor	undetermined
MA0879.1	-0.0201	0.0401	3799	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.128177215929429	repressor	repressor	repressor	repressor	0.000000000000000000000095965107785214	repressor	repressor	repressor	repressor
MA0880.1	-0.0127	0.0309	6174	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.122458595766026	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000382598043150533	repressor	repressor	repressor	repressor
MA0881.1	-0.0266	0.0529	4136	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0797619986268483	repressor	repressor	undetermined	undetermined	0.0000000000000000215050981709323	repressor	repressor	undetermined	undetermined
MA0882.1	-0.0266	0.0529	4136	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0460020503345703	undetermined	undetermined	undetermined	undetermined	0.0000000000000000000000000000000000000000000000538057655210686	undetermined	undetermined	undetermined	undetermined
MA0883.1	-0.0603	0.113	5224	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.116150883466896	activator	activator	activator	activator	0.000000000000000000000000000000000000000000000000000259429724306455	activator	activator	activator	activator
MA0884.1	0.0259	0.0485	4016	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0885.1	-0.0419	0.0778	2497	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0539386460066948	undetermined	undetermined	undetermined	undetermined	0.000395929689708399	undetermined	undetermined	undetermined	undetermined
MA0886.1	-0.0344	0.067	4271	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0137447918122335	undetermined	undetermined	undetermined	undetermined	0.00349024340031819	undetermined	undetermined	undetermined	undetermined
MA0887.1	-0.0524	0.103	4621	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0219391358188613	undetermined	undetermined	undetermined	undetermined	0.999918260457091	undetermined	undetermined	undetermined	undetermined
MA0888.1	-0.0641	0.125	4781	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0889.1	-0.0494	0.0986	5340	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0450250011609065	undetermined	undetermined	undetermined	undetermined	0.805808843995551	undetermined	undetermined	undetermined	undetermined
MA0890.1	-0.0463	0.0908	6135	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0169048008884335	undetermined	undetermined	undetermined	undetermined	0.000000915145571330833	undetermined	undetermined	undetermined	undetermined
MA0891.1	-0.0867	0.171	6779	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0892.1	-0.00184	0.0397	5949	NaN	NA	0.923076923076923	1	0.924341412012645	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0893.2	-0.0451	0.0873	4135	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0477698507981163	undetermined	undetermined	undetermined	undetermined	0.589795933795226	undetermined	undetermined	undetermined	undetermined
MA0894.1	-0.0471	0.0909	5667	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0385396660694221	undetermined	undetermined	undetermined	undetermined	0.533466915739503	undetermined	undetermined	undetermined	undetermined
MA0895.1	0.0438	0.0816	4113	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0139720613079608	undetermined	undetermined	undetermined	undetermined	0.9999999123907	undetermined	undetermined	undetermined	undetermined
MA0896.1	0.0119	0.0326	6367	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00384484327655935	undetermined	undetermined	undetermined	undetermined	0.000000000000000000000813786182413278	undetermined	undetermined	undetermined	undetermined
MA0897.1	0.0454	0.0815	2921	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0664016690831659	repressor	repressor	undetermined	undetermined	0.00000267551138535318	repressor	repressor	undetermined	undetermined
MA0898.1	0.0578	0.105	2944	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0376380144004513	activator	undetermined	undetermined	undetermined	0.0000000000000000000162947186043707	activator	undetermined	undetermined	undetermined
MA0899.1	0.128	0.237	2670	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0900.2	-0.0332	0.075	3871	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00593645737350873	undetermined	undetermined	undetermined	undetermined	0.000000000000785432055634173	undetermined	undetermined	undetermined	undetermined
MA0901.2	0.184	0.335	1385	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0902.2	-0.0401	0.0801	5485	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0094950762629055	undetermined	undetermined	undetermined	undetermined	0.999998302624782	undetermined	undetermined	undetermined	undetermined
MA0903.1	-0.035	0.0701	6801	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00320864770150841	undetermined	undetermined	undetermined	undetermined	0.0000000119575370431252	undetermined	undetermined	undetermined	undetermined
MA0904.2	-0.0254	0.0472	1266	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.00427634567248053	undetermined	undetermined	undetermined	undetermined	0.0182505496391685	undetermined	undetermined	undetermined	undetermined
MA0905.1	0.114	0.211	1924	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0906.1	0.107	0.201	2144	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0907.1	0.0973	0.18	3611	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0908.1	0.141	0.261	1497	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0909.2	0.0917	0.173	2711	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0910.2	-0.0148	0.0307	3974	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0911.1	0.0889	0.165	3741	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0912.2	-0.0451	0.0873	4135	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0186783975522967	undetermined	undetermined	undetermined	undetermined	0.999999884385759	undetermined	undetermined	undetermined	undetermined
MA0913.2	0.139	0.259	2572	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA0914.1	0.0115	0.0347	5098	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0871823521872362	repressor	repressor	repressor	undetermined	0.0000000564877453264467	repressor	repressor	repressor	undetermined
MA1099.2	-0.0357	0.0771	14391	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0563653584988871	undetermined	undetermined	undetermined	undetermined	0.00000000000000000000000000012186670138763	undetermined	undetermined	undetermined	undetermined
MA1100.2	0.0202	0.0525	8186	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0672317402524565	repressor	repressor	undetermined	undetermined	0.0000000000000000000016709081574738	repressor	repressor	undetermined	undetermined
MA1101.2	-0.157	0.296	6183	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.020262082506315	undetermined	undetermined	undetermined	undetermined	0.316272932181905	undetermined	undetermined	undetermined	undetermined
MA1102.2	-0.0358	0.0721	18050	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1103.2	-0.00372	0.00811	4300	NaN	NA	0.538461538461538	1	0.555169794944125	0.0102613351851429	undetermined	undetermined	undetermined	undetermined	0.729790059056924	undetermined	undetermined	undetermined	undetermined
MA1104.2	0.0255	0.0604	2709	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.00859484281113794	undetermined	undetermined	undetermined	undetermined	0.99999557765745	undetermined	undetermined	undetermined	undetermined
MA1105.2	-0.00188	0.0606	3317	NaN	NA	0.692307692307692	1	0.710782195332757	0.0688897851494331	activator	activator	activator	undetermined	0.00000000000000000410784486696901	activator	activator	activator	undetermined
MA1106.1	0.00682	0.0412	7026	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.00123399769072272	undetermined	undetermined	undetermined	undetermined	0.554669553140242	undetermined	undetermined	undetermined	undetermined
MA1107.2	-0.0573	0.123	8749	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.1388094326294	activator	activator	activator	activator	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911655495093235	activator	activator	activator	activator
MA1108.2	-0.000158	0.0388	6167	NaN	NA	0.846153846153846	1	0.857889683132402	0.0140480763954577	undetermined	undetermined	undetermined	undetermined	0.748711792388765	undetermined	undetermined	undetermined	undetermined
MA1109.1	-0.067	0.128	4800	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0402911254120717	activator	activator	undetermined	undetermined	0.00000000076978832108172	activator	activator	undetermined	undetermined
MA1110.1	-0.0248	0.0513	5911	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0123697612617409	undetermined	undetermined	undetermined	undetermined	1	undetermined	undetermined	undetermined	undetermined
MA1111.1	-0.0492	0.0947	4506	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.42047439983991	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740484097476036	activator	activator	activator	activator
MA1112.2	-0.0298	0.0586	5751	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.146527104125084	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013063617180413	repressor	repressor	repressor	repressor
MA1113.2	0.0894	0.163	2219	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1114.1	-0.0529	0.151	9765	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.017794584668666	undetermined	undetermined	undetermined	undetermined	0.265546253987092	undetermined	undetermined	undetermined	undetermined
MA1115.1	0.0204	0.0551	2504	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.203610087208252	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000487747705213487	activator	activator	activator	activator
MA1116.1	0.00255	0.0496	7200	NaN	NA	0.230769230769231	1	0.245192307692308	-0.0386391973648653	undetermined	undetermined	undetermined	undetermined	0.0000000114588496867711	undetermined	undetermined	undetermined	undetermined
MA1117.1	0.0487	0.0926	4950	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1118.1	-0.101	0.188	4456	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0228467842915598	undetermined	undetermined	undetermined	undetermined	0.000000085719692247658	undetermined	undetermined	undetermined	undetermined
MA1119.1	-0.0807	0.152	6069	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0284793390875142	activator	undetermined	undetermined	undetermined	0.000000000000000811041339469429	activator	undetermined	undetermined	undetermined
MA1120.1	-0.00574	0.0281	5600	NaN	NA	0.538461538461538	1	0.555169794944125	0.0545676556218473	activator	activator	undetermined	undetermined	0.000000000000000000000000000000030424870582363	activator	activator	undetermined	undetermined
